user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,item_id
7542,5,dystopia,neg,dystopia,neg,True,cult film,296.0
6626,1,spoof,neg,spoof,neg,True,super-hero,156.0
6626,2,action,pos,action,pos,True,super-hero,156.0
6626,3,new york,pos,new york,pos,True,super-hero,156.0
6626,4,sequel,pos,sequel,pos,True,super-hero,156.0
6626,5,dvd,neg,dvd,neg,True,super-hero,156.0
192,1,hilarious,neg,hilarious,neg,True,boxing,263.0
192,2,predictable,neg,predictable,neg,True,boxing,263.0
192,3,overrated,neg,overrated,neg,True,boxing,263.0
192,4,oscar (best picture),pos,oscar (best picture),pos,True,boxing,263.0
192,5,true story,neg,true story,neg,True,boxing,263.0
378,1,jim carrey,neg,jim carrey,neg,True,comedy,806.0
378,2,fun,neg,fun,neg,True,comedy,806.0
378,3,cute,pos,cute,pos,True,comedy,806.0
378,4,romance,pos,romance,pos,True,comedy,806.0
378,5,parody,neg,parody,neg,True,comedy,806.0
5774,1,quirky,pos,quirky,pos,True,time travel,27.0
5774,2,thriller,neg,thriller,neg,True,time travel,27.0
5774,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,27.0
5774,4,future,pos,future,pos,True,time travel,27.0
5774,5,dystopia,neg,dystopia,neg,True,time travel,27.0
4645,1,true story,pos,true story,pos,True,oscar (best picture),107.0
4645,2,mental illness,neg,mental illness,neg,True,oscar (best picture),107.0
4645,3,world war ii,neg,world war ii,neg,True,oscar (best picture),107.0
4645,4,organized crime,neg,organized crime,neg,True,oscar (best picture),107.0
4645,5,dvd,neg,dvd,neg,True,oscar (best picture),107.0
1840,1,oscar (best picture),pos,oscar (best picture),pos,True,fantasy,112.0
1840,2,epic,pos,epic,pos,True,fantasy,112.0
1840,3,boring,pos,boring,pos,True,fantasy,112.0
1840,4,dvd,pos,dvd,pos,True,fantasy,112.0
1840,5,sequel,neg,sequel,neg,True,fantasy,112.0
6166,1,hilarious,neg,hilarious,neg,True,boxing,263.0
6166,2,predictable,neg,predictable,neg,True,boxing,263.0
6166,3,overrated,neg,overrated,neg,True,boxing,263.0
6166,4,oscar (best picture),pos,oscar (best picture),pos,True,boxing,263.0
6166,5,true story,neg,true story,neg,True,boxing,263.0
7545,1,politics,neg,politics,neg,True,true story,437.0
7545,2,biography,neg,biography,neg,True,true story,437.0
7545,3,steven spielberg,neg,steven spielberg,neg,True,true story,437.0
7545,4,sequel,neg,sequel,neg,True,sci-fi,437.0
7545,5,history,neg,history,neg,True,true story,437.0
4403,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,63.0
4403,2,epic,pos,epic,pos,True,fantasy,63.0
4403,3,boring,pos,boring,pos,True,fantasy,63.0
4403,4,dvd,pos,dvd,pos,True,fantasy,63.0
4403,5,sequel,neg,sequel,neg,True,fantasy,63.0
3865,1,historical,neg,historical,neg,True,tom hanks,1.0
3865,2,overrated,pos,overrated,pos,True,tom hanks,1.0
3865,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,1.0
3865,4,oscar (best picture),pos,oscar (best picture),pos,True,tom hanks,1.0
3865,5,funny,pos,funny,pos,True,tom hanks,1.0
1162,1,spoof,neg,spoof,neg,True,super-hero,282.0
1162,2,action,pos,action,pos,True,super-hero,282.0
1162,3,new york,neg,new york,neg,True,super-hero,282.0
1162,4,sequel,neg,sequel,neg,True,super-hero,282.0
1162,5,dvd,pos,dvd,pos,True,super-hero,282.0
7677,1,oscar (best picture),pos,oscar (best picture),pos,True,fantasy,112.0
7677,2,epic,pos,epic,pos,True,fantasy,112.0
7677,3,boring,pos,boring,pos,True,fantasy,112.0
7677,4,dvd,pos,dvd,pos,True,fantasy,112.0
7677,5,sequel,neg,sequel,neg,True,fantasy,112.0
1795,1,quirky,neg,quirky,neg,True,time travel,17.0
1795,2,thriller,pos,thriller,pos,True,time travel,17.0
1795,3,post apocalyptic,pos,post apocalyptic,pos,True,time travel,17.0
1795,4,future,neg,future,neg,True,time travel,17.0
1795,5,dystopia,pos,dystopia,pos,True,time travel,17.0
3639,1,murder,neg,murder,neg,True,fairy tale,79.0
3639,2,disney,pos,disney,pos,True,fairy tale,79.0
3639,3,france,neg,france,neg,True,fairy tale,79.0
3639,4,satire,pos,satire,pos,True,fairy tale,79.0
3639,5,fantasy,neg,fantasy,neg,True,fairy tale,79.0
3487,1,ghosts,pos,ghosts,pos,True,stephen king,134.0
3487,2,drama,neg,drama,neg,True,stephen king,134.0
3487,3,seen more than once,neg,seen more than once,neg,True,stephen king,134.0
3487,4,classic,pos,classic,pos,True,stephen king,134.0
3487,5,great movie,neg,great movie,neg,True,stephen king,134.0
7882,1,murder,neg,murder,neg,True,cars,543.0
7882,2,fun,pos,fun,pos,True,cars,543.0
7882,3,dvd,neg,dvd,neg,True,cars,543.0
7882,4,nicolas cage,neg,nicolas cage,neg,True,cars,543.0
7882,5,james bond,neg,james bond,neg,True,cars,543.0
5646,1,sci-fi,neg,sci-fi,neg,True,seen more than once,71.0
5646,2,overrated,neg,overrated,neg,True,seen more than once,71.0
5646,3,drama,pos,drama,pos,True,seen more than once,71.0
5646,4,classic,neg,classic,neg,True,seen more than once,71.0
5646,5,adventure,neg,adventure,neg,True,dvd,71.0
1430,1,post apocalyptic,neg,post apocalyptic,neg,True,martial arts,720.0
1430,2,japan,neg,japan,neg,True,martial arts,720.0
1430,3,dvd,pos,dvd,pos,True,martial arts,720.0
1430,4,seen more than once,neg,seen more than once,neg,True,martial arts,720.0
1430,5,action,pos,action,pos,True,martial arts,720.0
1361,1,bruce willis,neg,bruce willis,neg,True,christmas,295.0
1361,2,hitchcock,pos,hitchcock,pos,True,christmas,295.0
1361,3,family,neg,family,neg,True,christmas,295.0
1361,4,world war ii,pos,world war ii,pos,True,christmas,295.0
1361,5,funny,neg,funny,neg,True,christmas,295.0
2752,1,organized crime,neg,organized crime,neg,True,british,707.0
2752,2,hilarious,neg,hilarious,neg,True,british,707.0
2752,3,girlie movie,neg,girlie movie,neg,True,british,707.0
2752,4,london,pos,london,pos,True,british,707.0
2752,5,violence,neg,violence,neg,True,british,707.0
5302,1,war,neg,war,neg,True,classic,104.0
5302,2,organized crime,neg,organized crime,neg,True,classic,104.0
5302,3,morgan freeman,neg,morgan freeman,neg,True,classic,104.0
5302,4,dvd,neg,dvd,neg,True,classic,104.0
5302,5,seen more than once,neg,seen more than once,neg,True,classic,104.0
184,1,intense,neg,intense,neg,True,surreal,560.0
184,2,quirky,neg,quirky,neg,True,surreal,560.0
184,3,dystopia,neg,dystopia,neg,True,surreal,560.0
184,4,sci-fi,neg,sci-fi,neg,True,surreal,560.0
184,5,mel gibson,neg,mel gibson,neg,True,overrated,560.0
3206,1,aliens,neg,aliens,neg,True,sci-fi,16.0
3206,2,action,pos,action,pos,True,sci-fi,16.0
3206,3,robots,pos,robots,pos,True,sci-fi,16.0
3206,4,dvd,pos,dvd,pos,True,sci-fi,16.0
3206,5,future,neg,future,neg,True,sci-fi,16.0
5239,1,murder,neg,murder,neg,True,serial killer,2.0
5239,2,psychology,neg,psychology,neg,True,serial killer,2.0
5239,3,disturbing,pos,disturbing,pos,True,serial killer,2.0
5239,4,thriller,pos,thriller,pos,True,serial killer,2.0
5239,5,police,neg,police,neg,True,serial killer,2.0
4248,1,dvd,neg,dvd,neg,True,mental illness,192.0
4248,2,brad pitt,neg,brad pitt,neg,True,mental illness,192.0
4248,3,intense,neg,intense,neg,True,mental illness,192.0
4248,4,great movie,neg,great movie,neg,True,mental illness,192.0
4248,5,beautiful,neg,beautiful,neg,True,mental illness,192.0
7197,1,aliens,neg,aliens,neg,True,sci-fi,22.0
7197,2,action,pos,action,pos,True,sci-fi,22.0
7197,3,robots,neg,robots,neg,True,sci-fi,22.0
7197,4,dvd,pos,dvd,pos,True,sci-fi,22.0
7197,5,future,neg,future,neg,True,sci-fi,22.0
2877,1,nudity (topless - brief),pos,nudity (topless - brief),pos,True,zombies,345.0
2877,2,cult film,pos,cult film,pos,True,zombies,345.0
2877,3,sequel,neg,sequel,neg,True,zombies,345.0
2877,4,spoof,neg,spoof,neg,True,zombies,345.0
2877,5,shakespeare,neg,shakespeare,neg,True,zombies,345.0
652,1,future,neg,future,neg,True,space,83.0
652,2,sequel,neg,sequel,neg,True,space,83.0
652,3,robots,neg,robots,neg,True,space,83.0
652,4,adventure,neg,adventure,neg,True,space,83.0
652,5,action,pos,action,pos,True,space,83.0
2488,1,spoof,neg,spoof,neg,True,super-hero,156.0
2488,2,action,pos,action,pos,True,super-hero,156.0
2488,3,new york,pos,new york,pos,True,super-hero,156.0
2488,4,sequel,pos,sequel,pos,True,super-hero,156.0
2488,5,dvd,neg,dvd,neg,True,super-hero,156.0
4627,1,love,neg,love,neg,True,girlie movie,1200.0
4627,2,new york city,neg,new york city,neg,True,girlie movie,1200.0
4627,3,mental illness,pos,mental illness,pos,True,girlie movie,1200.0
4627,4,intense,neg,intense,neg,True,girlie movie,1200.0
4627,5,fun,neg,fun,neg,True,girlie movie,1200.0
2145,1,aliens,neg,aliens,neg,True,sci-fi,197.0
2145,2,jim carrey,neg,jim carrey,neg,True,comedy,197.0
2145,3,overrated,neg,overrated,neg,True,fantasy,197.0
2145,4,samuel l jackson,neg,samuel l jackson,neg,True,comedy,197.0
2145,5,anime,neg,anime,neg,True,fantasy,197.0
4845,1,interesting,pos,interesting,pos,True,harrison ford,145.0
4845,2,action,pos,action,pos,True,harrison ford,145.0
4845,3,sequel,pos,sequel,pos,True,harrison ford,145.0
4845,4,great soundtrack,neg,great soundtrack,neg,True,harrison ford,145.0
4845,5,steven spielberg,pos,steven spielberg,pos,True,harrison ford,145.0
2501,1,animation,pos,animation,pos,True,satire,186.0
2501,2,space,neg,space,neg,True,satire,186.0
2501,3,parody,pos,parody,pos,True,satire,186.0
2501,4,black comedy,neg,black comedy,neg,True,satire,186.0
2501,5,fairy tale,neg,fairy tale,neg,True,satire,186.0
3157,1,fun,neg,fun,neg,True,politics,1280.0
3157,2,revenge,neg,revenge,neg,True,politics,1280.0
3157,3,conspiracy,pos,conspiracy,pos,True,politics,1280.0
3157,4,true story,pos,true story,pos,True,politics,1280.0
3157,5,history,pos,history,pos,True,politics,1280.0
1199,1,drama,neg,drama,neg,True,chick flick,113.0
1199,2,fun,pos,fun,pos,True,chick flick,113.0
1199,3,love,neg,love,neg,True,chick flick,113.0
1199,4,tom hanks,neg,tom hanks,neg,True,chick flick,113.0
1199,5,comedy,neg,comedy,neg,True,chick flick,113.0
1922,1,true story,neg,true story,neg,True,oscar (best picture),80.0
1922,2,mental illness,pos,mental illness,pos,True,oscar (best picture),80.0
1922,3,world war ii,neg,world war ii,neg,True,oscar (best picture),80.0
1922,4,organized crime,neg,organized crime,neg,True,oscar (best picture),80.0
1922,5,dvd,pos,dvd,pos,True,oscar (best picture),80.0
5483,1,lesbian,neg,lesbian,neg,True,suicide,612.0
5483,2,high school,neg,high school,neg,True,suicide,612.0
5483,3,beautiful,neg,beautiful,neg,True,suicide,612.0
5483,4,black and white,neg,black and white,neg,True,suicide,612.0
5483,5,interesting,neg,interesting,neg,True,suicide,612.0
4937,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,63.0
4937,2,epic,pos,epic,pos,True,fantasy,63.0
4937,3,boring,pos,boring,pos,True,fantasy,63.0
4937,4,dvd,pos,dvd,pos,True,fantasy,63.0
4937,5,sequel,neg,sequel,neg,True,fantasy,63.0
1094,1,paris,neg,paris,neg,True,black and white,530.0
1094,2,memory,neg,memory,neg,True,black and white,530.0
1094,3,quirky,neg,quirky,neg,True,black and white,530.0
1094,4,arnold schwarzenegger,neg,arnold schwarzenegger,neg,True,great soundtrack,530.0
1094,5,sci-fi,neg,sci-fi,neg,True,great soundtrack,530.0
3401,1,hilarious,neg,hilarious,neg,True,boxing,263.0
3401,2,predictable,neg,predictable,neg,True,boxing,263.0
3401,3,overrated,neg,overrated,neg,True,boxing,263.0
3401,4,oscar (best picture),pos,oscar (best picture),pos,True,boxing,263.0
3401,5,true story,neg,true story,neg,True,boxing,263.0
3851,1,action,neg,action,neg,True,anime,149.0
3851,2,fantasy,neg,fantasy,neg,True,anime,149.0
3851,3,classic,pos,classic,pos,True,dark comedy,149.0
3851,4,hitchcock,neg,hitchcock,neg,True,christmas,149.0
3851,5,seen more than once,neg,seen more than once,neg,True,christmas,149.0
4995,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,53.0
4995,2,sci-fi,neg,sci-fi,neg,True,seen more than once,53.0
4995,3,based on a book,neg,based on a book,neg,True,seen more than once,53.0
4995,4,fantasy,neg,fantasy,neg,True,seen more than once,53.0
4995,5,prison,neg,prison,neg,True,seen more than once,53.0
3018,1,children,neg,children,neg,True,johnny depp,157.0
3018,2,horror,neg,horror,neg,True,johnny depp,157.0
3018,3,predictable,pos,predictable,pos,True,johnny depp,157.0
3018,4,beautiful,neg,beautiful,neg,True,johnny depp,157.0
3018,5,suspense,pos,suspense,pos,True,johnny depp,157.0
393,1,musical,neg,musical,neg,True,disney,31.0
393,2,children,neg,children,neg,True,disney,31.0
393,3,beautiful,pos,beautiful,pos,True,disney,31.0
393,4,seen more than once,pos,seen more than once,pos,True,disney,31.0
393,5,sad,neg,sad,neg,True,disney,31.0
3396,1,robots,neg,robots,neg,True,funny,54.0
3396,2,twist ending,neg,twist ending,neg,True,revenge,54.0
3396,3,fun,neg,fun,neg,True,funny,54.0
3396,4,love,neg,love,neg,True,quirky,54.0
3396,5,sci-fi,neg,sci-fi,neg,True,fantasy,54.0
123,1,sequel,neg,sequel,neg,True,robots,261.0
123,2,arnold schwarzenegger,neg,arnold schwarzenegger,neg,True,robots,261.0
123,3,harrison ford,neg,harrison ford,neg,True,robots,261.0
123,4,dystopia,neg,dystopia,neg,True,robots,261.0
123,5,time travel,neg,time travel,neg,True,robots,261.0
6022,1,sean connery,neg,sean connery,neg,True,alfred hitchcock,392.0
6022,2,horror,pos,horror,pos,True,alfred hitchcock,392.0
6022,3,seen more than once,pos,seen more than once,pos,True,alfred hitchcock,392.0
6022,4,thriller,neg,thriller,neg,True,alfred hitchcock,392.0
6022,5,mystery,neg,mystery,neg,True,alfred hitchcock,392.0
4807,1,great soundtrack,pos,great soundtrack,pos,True,nonlinear,0.0
4807,2,dark comedy,pos,dark comedy,pos,True,samuel l jackson,0.0
4807,3,twist ending,neg,twist ending,neg,True,nonlinear,0.0
4807,4,death,neg,death,neg,True,nonlinear,0.0
4807,5,samuel l jackson,pos,samuel l jackson,pos,True,nonlinear,0.0
5252,1,musical,pos,musical,pos,True,disney,30.0
5252,2,satire,neg,satire,neg,True,animation,30.0
5252,3,funny,neg,funny,neg,True,animation,30.0
5252,4,children,pos,children,pos,True,animation,30.0
5252,5,fairy tale,neg,fairy tale,neg,True,animation,30.0
1328,1,oscar (best picture),pos,oscar (best picture),pos,True,overrated,55.0
1328,2,morgan freeman,neg,morgan freeman,neg,True,drama,55.0
1328,3,prison,neg,prison,neg,True,drama,55.0
1328,4,dvd,neg,dvd,neg,True,overrated,55.0
1328,5,fantasy,neg,fantasy,neg,True,overrated,55.0
1663,1,drama,pos,drama,pos,True,twist ending,34.0
1663,2,suspense,pos,suspense,pos,True,twist ending,34.0
1663,3,nonlinear,neg,nonlinear,neg,True,twist ending,34.0
1663,4,mystery,neg,mystery,neg,True,twist ending,34.0
1663,5,interesting,pos,interesting,pos,True,twist ending,34.0
6416,1,drama,neg,drama,neg,True,twist ending,18.0
6416,2,suspense,pos,suspense,pos,True,twist ending,18.0
6416,3,nonlinear,neg,nonlinear,neg,True,twist ending,18.0
6416,4,mystery,neg,mystery,neg,True,twist ending,18.0
6416,5,interesting,neg,interesting,neg,True,twist ending,18.0
1232,1,war,neg,war,neg,True,classic,95.0
1232,2,organized crime,pos,organized crime,pos,True,classic,95.0
1232,3,morgan freeman,neg,morgan freeman,neg,True,classic,95.0
1232,4,dvd,pos,dvd,pos,True,classic,95.0
1232,5,seen more than once,neg,seen more than once,neg,True,classic,95.0
3804,1,nicolas cage,neg,nicolas cage,neg,True,new york city,3894.0
3804,2,oscar (best picture),neg,oscar (best picture),neg,True,new york city,3894.0
3804,3,classic,neg,classic,neg,True,new york city,3894.0
3804,4,family,neg,family,neg,True,new york city,3894.0
3804,5,los angeles,pos,los angeles,pos,True,new york city,3894.0
5377,1,morgan freeman,neg,morgan freeman,neg,True,drama,55.0
5377,2,stephen king,neg,stephen king,neg,True,drama,55.0
5377,3,history,pos,history,pos,True,drama,55.0
5377,4,overrated,pos,overrated,pos,True,drama,55.0
5377,5,revenge,neg,revenge,neg,True,prison,55.0
6026,1,time travel,neg,time travel,neg,True,tom cruise,370.0
6026,2,espionage,neg,espionage,neg,True,tom cruise,370.0
6026,3,action,neg,action,neg,True,tom cruise,370.0
6026,4,dvd,neg,dvd,neg,True,tom cruise,370.0
6026,5,dystopia,neg,dystopia,neg,True,tom cruise,370.0
4,1,quirky,neg,quirky,neg,True,time travel,628.0
4,2,thriller,neg,thriller,neg,True,time travel,628.0
4,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,628.0
4,4,future,neg,future,neg,True,time travel,628.0
4,5,dystopia,neg,dystopia,neg,True,time travel,628.0
218,1,bruce willis,neg,bruce willis,neg,True,christmas,295.0
218,2,hitchcock,pos,hitchcock,pos,True,christmas,295.0
218,3,family,neg,family,neg,True,christmas,295.0
218,4,world war ii,pos,world war ii,pos,True,christmas,295.0
218,5,funny,neg,funny,neg,True,christmas,295.0
7630,1,aliens,neg,aliens,neg,True,sci-fi,186.0
7630,2,religion,neg,religion,neg,True,satire,186.0
7630,3,fairy tale,neg,fairy tale,neg,True,satire,186.0
7630,4,parody,pos,parody,pos,True,satire,186.0
7630,5,funny,pos,funny,pos,True,satire,186.0
3346,1,lesbian,neg,lesbian,neg,True,teen,536.0
3346,2,seen more than once,pos,seen more than once,pos,True,teen,536.0
3346,3,robin williams,neg,robin williams,neg,True,teen,536.0
3346,4,time travel,neg,time travel,neg,True,teen,536.0
3346,5,drama,neg,drama,neg,True,teen,536.0
7347,1,organized crime,neg,organized crime,neg,True,british,111.0
7347,2,hilarious,neg,hilarious,neg,True,british,111.0
7347,3,girlie movie,neg,girlie movie,neg,True,british,111.0
7347,4,london,neg,london,neg,True,british,111.0
7347,5,violence,neg,violence,neg,True,british,111.0
2148,1,drama,neg,drama,neg,True,steven spielberg,3.0
2148,2,tom cruise,neg,tom cruise,neg,True,steven spielberg,3.0
2148,3,harrison ford,neg,harrison ford,neg,True,steven spielberg,3.0
2148,4,true story,neg,true story,neg,True,steven spielberg,3.0
2148,5,dvd,neg,dvd,neg,True,steven spielberg,3.0
3229,1,drama,neg,drama,neg,True,war,127.0
3229,2,historical,neg,historical,neg,True,war,127.0
3229,3,dvd,pos,dvd,pos,True,war,127.0
3229,4,holocaust,neg,holocaust,neg,True,war,127.0
3229,5,classic,pos,classic,pos,True,war,127.0
7840,1,fun,pos,fun,pos,True,politics,400.0
7840,2,revenge,neg,revenge,neg,True,politics,400.0
7840,3,conspiracy,neg,conspiracy,neg,True,politics,400.0
7840,4,true story,neg,true story,neg,True,politics,400.0
7840,5,history,neg,history,neg,True,politics,400.0
1011,1,war,neg,war,neg,True,action,15.0
1011,2,dvd,neg,dvd,neg,True,action,15.0
1011,3,aliens,neg,aliens,neg,True,action,15.0
1011,4,superhero,neg,superhero,neg,True,action,15.0
1011,5,dark,neg,dark,neg,True,action,15.0
5093,1,coming of age,neg,coming of age,neg,True,romance,391.0
5093,2,historical,neg,historical,neg,True,tom hanks,391.0
5093,3,dvd,neg,dvd,neg,True,tom hanks,391.0
5093,4,stephen king,neg,stephen king,neg,True,tom hanks,391.0
5093,5,drama,neg,drama,neg,True,tom hanks,391.0
1467,1,jim carrey,neg,jim carrey,neg,True,comedy,217.0
1467,2,fun,neg,fun,neg,True,comedy,217.0
1467,3,cute,neg,cute,neg,True,comedy,217.0
1467,4,romance,neg,romance,neg,True,comedy,217.0
1467,5,parody,neg,parody,neg,True,comedy,217.0
2181,1,drama,neg,drama,neg,True,africa,807.0
2181,2,depressing,pos,depressing,pos,True,africa,807.0
2181,3,true story,pos,true story,pos,True,africa,807.0
2181,4,violent,neg,violent,neg,True,africa,807.0
2181,5,london,neg,london,neg,True,africa,807.0
3020,1,terrorism,neg,terrorism,neg,True,james bond,635.0
3020,2,england,pos,england,pos,True,james bond,635.0
3020,3,action,pos,action,pos,True,james bond,635.0
3020,4,london,pos,london,pos,True,james bond,635.0
3020,5,cars,pos,cars,pos,True,james bond,635.0
7270,1,drama,pos,drama,pos,True,twist ending,34.0
7270,2,suspense,pos,suspense,pos,True,twist ending,34.0
7270,3,nonlinear,neg,nonlinear,neg,True,twist ending,34.0
7270,4,mystery,neg,mystery,neg,True,twist ending,34.0
7270,5,interesting,pos,interesting,pos,True,twist ending,34.0
5646,1,drama,neg,drama,neg,True,chick flick,113.0
5646,2,fun,pos,fun,pos,True,chick flick,113.0
5646,3,love,neg,love,neg,True,chick flick,113.0
5646,4,tom hanks,neg,tom hanks,neg,True,chick flick,113.0
5646,5,comedy,neg,comedy,neg,True,chick flick,113.0
6064,1,dvd,pos,dvd,pos,True,bruce willis,323.0
6064,2,thriller,neg,thriller,neg,True,bruce willis,323.0
6064,3,action,neg,action,neg,True,bruce willis,323.0
6064,4,post apocalyptic,neg,post apocalyptic,neg,True,bruce willis,323.0
6064,5,predictable,pos,predictable,pos,True,bruce willis,323.0
7924,1,quirky,neg,quirky,neg,True,time travel,48.0
7924,2,thriller,pos,thriller,pos,True,time travel,48.0
7924,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,48.0
7924,4,future,pos,future,pos,True,time travel,48.0
7924,5,dystopia,neg,dystopia,neg,True,time travel,48.0
7215,1,aliens,neg,aliens,neg,True,sci-fi,1502.0
7215,2,quirky,neg,quirky,neg,True,murder,1502.0
7215,3,remake,neg,remake,neg,True,murder,1502.0
7215,4,cute,neg,cute,neg,True,france,1502.0
7215,5,bond,neg,bond,neg,True,murder,1502.0
5133,1,matt damon,neg,matt damon,neg,True,france,185.0
5133,2,love,pos,love,pos,True,france,185.0
5133,3,quirky,pos,quirky,pos,True,france,185.0
5133,4,new york city,neg,new york city,neg,True,paris,185.0
5133,5,cars,neg,cars,neg,True,france,185.0
4137,1,true story,neg,true story,neg,True,oscar (best picture),494.0
4137,2,mental illness,neg,mental illness,neg,True,oscar (best picture),494.0
4137,3,world war ii,neg,world war ii,neg,True,oscar (best picture),494.0
4137,4,organized crime,neg,organized crime,neg,True,oscar (best picture),494.0
4137,5,dvd,neg,dvd,neg,True,oscar (best picture),494.0
819,1,film noir,pos,film noir,pos,True,comic book,403.0
819,2,revenge,neg,revenge,neg,True,comic book,403.0
819,3,terrorism,neg,terrorism,neg,True,comic book,403.0
819,4,dark,pos,dark,pos,True,comic book,403.0
819,5,dystopia,neg,dystopia,neg,True,comic book,403.0
1416,1,love,neg,love,neg,True,religion,233.0
1416,2,death,neg,death,neg,True,religion,233.0
1416,3,sad,neg,sad,neg,True,religion,233.0
1416,4,matt damon,pos,matt damon,pos,True,religion,233.0
1416,5,adventure,pos,adventure,pos,True,religion,233.0
3874,1,organized crime,neg,organized crime,neg,True,british,111.0
3874,2,hilarious,neg,hilarious,neg,True,british,111.0
3874,3,girlie movie,neg,girlie movie,neg,True,british,111.0
3874,4,london,neg,london,neg,True,british,111.0
3874,5,violence,neg,violence,neg,True,british,111.0
2699,1,oscar (best picture),pos,oscar (best picture),pos,True,mel gibson,5.0
2699,2,overrated,pos,overrated,pos,True,mel gibson,5.0
2699,3,biography,pos,biography,pos,True,mel gibson,5.0
2699,4,history,pos,history,pos,True,mel gibson,5.0
2699,5,post apocalyptic,neg,post apocalyptic,neg,True,mel gibson,5.0
7180,1,quirky,neg,quirky,neg,True,time travel,17.0
7180,2,thriller,pos,thriller,pos,True,time travel,17.0
7180,3,post apocalyptic,pos,post apocalyptic,pos,True,time travel,17.0
7180,4,future,neg,future,neg,True,time travel,17.0
7180,5,dystopia,pos,dystopia,pos,True,time travel,17.0
4542,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,63.0
4542,2,epic,pos,epic,pos,True,fantasy,63.0
4542,3,boring,pos,boring,pos,True,fantasy,63.0
4542,4,dvd,pos,dvd,pos,True,fantasy,63.0
4542,5,sequel,neg,sequel,neg,True,fantasy,63.0
2913,1,martin scorsese,neg,martin scorsese,neg,True,beautiful,1307.0
2913,2,mental illness,neg,mental illness,neg,True,beautiful,1307.0
2913,3,surreal,neg,surreal,neg,True,beautiful,1307.0
2913,4,anime,neg,anime,neg,True,beautiful,1307.0
2913,5,johnny depp,neg,johnny depp,neg,True,beautiful,1307.0
4396,1,aliens,neg,aliens,neg,True,sci-fi,23.0
4396,2,action,pos,action,pos,True,sci-fi,23.0
4396,3,robots,neg,robots,neg,True,sci-fi,23.0
4396,4,dvd,pos,dvd,pos,True,sci-fi,23.0
4396,5,future,neg,future,neg,True,sci-fi,23.0
1771,1,historical,neg,historical,neg,True,tom hanks,605.0
1771,2,overrated,neg,overrated,neg,True,tom hanks,605.0
1771,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,605.0
1771,4,oscar (best picture),neg,oscar (best picture),neg,True,tom hanks,605.0
1771,5,funny,neg,funny,neg,True,tom hanks,605.0
6259,1,fun,pos,fun,pos,True,politics,400.0
6259,2,revenge,neg,revenge,neg,True,politics,400.0
6259,3,conspiracy,neg,conspiracy,neg,True,politics,400.0
6259,4,true story,neg,true story,neg,True,politics,400.0
6259,5,history,neg,history,neg,True,politics,400.0
1772,1,aliens,neg,aliens,neg,True,sci-fi,70.0
1772,2,action,neg,action,neg,True,sci-fi,70.0
1772,3,robots,pos,robots,pos,True,sci-fi,70.0
1772,4,dvd,neg,dvd,neg,True,sci-fi,70.0
1772,5,future,pos,future,pos,True,sci-fi,70.0
3034,1,intense,neg,intense,neg,True,surreal,236.0
3034,2,quirky,pos,quirky,pos,True,surreal,236.0
3034,3,dystopia,neg,dystopia,neg,True,surreal,236.0
3034,4,sci-fi,pos,sci-fi,pos,True,surreal,236.0
3034,5,romance,pos,romance,pos,True,surreal,236.0
39,1,future,neg,future,neg,True,space,9.0
39,2,sequel,neg,sequel,neg,True,space,9.0
39,3,robots,neg,robots,neg,True,space,9.0
39,4,adventure,neg,adventure,neg,True,space,9.0
39,5,action,neg,action,neg,True,space,9.0
6085,1,aliens,neg,aliens,neg,True,sci-fi,22.0
6085,2,action,pos,action,pos,True,sci-fi,22.0
6085,3,robots,neg,robots,neg,True,sci-fi,22.0
6085,4,dvd,pos,dvd,pos,True,sci-fi,22.0
6085,5,future,neg,future,neg,True,sci-fi,22.0
232,1,nudity (topless),neg,nudity (topless),neg,True,lesbian,255.0
232,2,cute,neg,cute,neg,True,lesbian,255.0
232,3,girlie movie,neg,girlie movie,neg,True,lesbian,255.0
232,4,sad,neg,sad,neg,True,lesbian,255.0
232,5,based on a true story,neg,based on a true story,neg,True,lesbian,255.0
44,1,robots,neg,robots,neg,True,funny,211.0
44,2,hilarious,neg,hilarious,neg,True,funny,211.0
44,3,tom hanks,neg,tom hanks,neg,True,funny,211.0
44,4,animation,neg,animation,neg,True,funny,211.0
44,5,cute,neg,cute,neg,True,funny,211.0
6116,1,historical,neg,historical,neg,True,tom hanks,154.0
6116,2,overrated,neg,overrated,neg,True,tom hanks,154.0
6116,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,154.0
6116,4,oscar (best picture),neg,oscar (best picture),neg,True,tom hanks,154.0
6116,5,funny,neg,funny,neg,True,tom hanks,154.0
465,1,war,pos,war,pos,True,classic,126.0
465,2,organized crime,neg,organized crime,neg,True,classic,126.0
